age,gender,annual_income,policy_type,premium_amount,incident_type,incident_hour,num_witnesses,police_report,previous_claims,vehicle_age,region_risk,claim_amount,claim_frequency,claim_to_premium_ratio,fraud_label
30,Male,739251,Basic,26545,Collision,22,4,1,3,13,0.54514038,139755.2202,0.230769231,5.264841597,1
48,Female,751616,Gold,50588,Other,2,4,1,11,9,0.523922752,154227.1815,0.35483871,3.048691023,1
58,Male,1071061,Premium,23953,Collision,8,0,0,11,1,0.846272576,77338.05451,0.268292683,3.228741891,1
28,Male,324034,Basic,7872,Collision,4,4,0,0,1,0.172660911,29514.22898,0,3.749266893,0
21,Female,1794469,Gold,14368,Fire,22,4,0,7,3,0.43959893,82993.029,1.75,5.776240882,1
51,Female,1424461,Basic,39103,Collision,23,4,1,11,2,0.50143469,91400.47957,0.323529412,2.337428831,1
55,Male,1426019,Basic,10413,Collision,12,3,1,3,7,0.211533904,47165.62083,0.078947368,4.529493982,1
63,Male,832529,Premium,34269,Other,15,1,1,10,14,0.177099892,156983.995,0.217391304,4.580933059,1
21,Female,1034030,Premium,54264,Collision,15,4,1,5,7,0.261652874,218244.5828,1.25,4.021903707,0
55,Male,391848,Gold,25156,Fire,11,0,0,6,5,0.316942952,71220.0697,0.157894737,2.831136496,0
36,Female,454289,Gold,18423,Theft,17,5,0,7,3,0.96945452,44360.30494,0.368421053,2.407876292,1
23,Female,1027401,Premium,43062,Theft,10,4,1,9,6,0.52805234,235253.5609,1.5,5.463135964,1
51,Male,1940848,Basic,47805,Other,16,3,0,1,8,0.559260129,187065.7621,0.029411765,3.913100348,0
35,Female,369446,Premium,6987,Other,6,3,0,8,12,0.736298384,49941.8931,0.444444444,7.1478307,0
30,Male,1976238,Gold,42597,Collision,14,5,0,9,1,0.715840118,139991.1918,0.692307692,3.286409648,1
58,Male,262784,Basic,23369,Other,5,4,0,2,5,0.552499662,44526.44219,0.048780488,1.90536361,0
40,Female,1167386,Basic,32868,Collision,5,2,1,0,6,0.405854555,86427.57033,0,2.629535424,0
36,Male,1133432,Basic,16434,Other,17,5,0,1,0,0.397946524,30973.76499,0.052631579,1.884736825,0
62,Female,1269850,Premium,59243,Theft,18,1,0,7,5,0.151939661,120405.4856,0.155555556,2.032400209,0
28,Female,1902858,Premium,19548,Theft,19,0,0,9,7,0.909667125,63091.00509,0.818181818,3.227491564,1
18,Female,1020848,Gold,21636,Theft,18,0,0,5,12,0.792455071,100786.3861,5,4.658272604,0
41,Male,417220,Basic,37383,Theft,1,0,1,10,6,0.661008917,196357.4211,0.416666667,5.252585963,1
24,Female,916358,Basic,47196,Collision,2,0,0,0,1,0.456473569,226353.0657,0,4.796022242,1
42,Male,562578,Premium,22007,Collision,13,3,0,10,13,0.624219158,137059.3317,0.4,6.227987992,0
38,Female,443768,Gold,40924,Collision,21,1,1,8,1,0.536580824,181333.0419,0.380952381,4.430970626,1
32,Female,1685148,Gold,35211,Theft,3,4,1,6,12,0.346541481,70613.79446,0.4,2.005447004,0
18,Female,1941070,Basic,16328,Fire,21,4,1,9,3,0.368715472,64140.90784,9,3.92827706,1
29,Male,1708834,Premium,8389,Theft,16,2,1,10,14,0.887031736,38323.66676,0.833333333,4.568323609,0
24,Male,1235108,Basic,57569,Theft,5,4,1,2,4,0.671417265,270384.9721,0.285714286,4.696711288,0
32,Female,1067190,Premium,14458,Fire,18,1,1,6,4,0.101280236,39608.86028,0.4,2.739580874,0
38,Female,343435,Gold,7945,Fire,8,4,0,5,13,0.394184589,29283.71561,0.238095238,3.685804356,0
36,Male,678365,Basic,14352,Other,3,3,0,2,14,0.405950918,33147.40112,0.105263158,2.309601528,1
46,Male,1162067,Basic,15486,Theft,6,5,1,7,10,0.735702004,97916.66433,0.24137931,6.32291517,0
42,Male,1017060,Basic,46400,Fire,3,4,0,0,1,0.730408008,215927.7866,0,4.653616091,0
50,Female,1752712,Gold,7092,Other,10,0,0,4,6,0.517739368,29093.36128,0.121212121,4.102278804,1
66,Male,1238457,Basic,56857,Fire,21,0,0,7,7,0.955881472,184898.3455,0.142857143,3.251989122,1
49,Female,1318248,Gold,41527,Fire,22,5,0,2,13,0.885006253,81662.03744,0.0625,1.966480541,1
66,Male,1819110,Premium,10112,Other,1,0,0,10,1,0.879589643,37055.42382,0.204081633,3.664499983,1
52,Female,1128665,Gold,21937,Theft,9,0,1,9,3,0.41343896,75234.73515,0.257142857,3.429581764,1
61,Female,694209,Premium,42672,Other,5,3,0,10,14,0.48789981,152212.4113,0.227272727,3.56703251,1
55,Female,813398,Gold,51026,Theft,7,3,0,11,11,0.477065732,225078.6659,0.289473684,4.4110584,1
43,Male,1734230,Gold,6112,Fire,14,3,1,5,10,0.496240194,30232.9253,0.192307692,4.94648647,0
28,Male,464954,Basic,40545,Other,12,4,0,9,10,0.900289716,234134.6113,0.818181818,5.774685198,0
52,Male,1963796,Gold,36740,Collision,21,5,0,10,2,0.32420863,121487.0371,0.285714286,3.306669491,1
25,Female,1456847,Basic,28481,Fire,1,0,0,1,3,0.821975564,152991.8098,0.125,5.37171482,1
63,Female,795976,Premium,53355,Other,19,2,0,8,4,0.562635978,249799.1554,0.173913043,4.68183217,0
31,Male,1051980,Premium,15025,Fire,0,5,0,1,5,0.324175767,80621.3422,0.071428571,5.365813125,0
27,Female,1966299,Basic,39082,Other,14,2,0,4,1,0.574564401,175046.1564,0.4,4.478945714,1
19,Female,473306,Premium,57645,Theft,6,0,1,2,9,0.275897459,225071.6073,1,3.904442836,0
63,Female,797823,Gold,18562,Collision,23,1,0,9,5,0.197361368,81641.37854,0.195652174,4.398307216,1
26,Male,600435,Basic,16304,Fire,17,5,1,11,8,0.854359676,63955.91021,1.222222222,3.922712844,1
20,Female,795152,Basic,12015,Collision,9,4,1,8,11,0.729389821,49852.74179,2.666666667,4.149208638,0
38,Male,1907557,Basic,49885,Theft,14,2,0,8,11,0.284481091,136865.9941,0.380952381,2.743630232,1
43,Male,1366947,Premium,10710,Other,4,5,0,6,10,0.948065257,46581.56911,0.230769231,4.349352858,0
25,Male,1862656,Premium,17588,Collision,23,5,0,9,7,0.121958536,52314.80506,1.125,2.974460147,1
65,Male,899793,Gold,55374,Other,10,3,1,4,14,0.399952168,181913.9716,0.083333333,3.285187481,1
19,Male,713214,Gold,25967,Theft,7,1,1,8,14,0.119487735,144549.7955,4,5.566672912,0
23,Female,1718642,Basic,26904,Fire,20,3,1,6,13,0.228067834,149513.3747,1,5.557291655,0
45,Male,981704,Gold,29256,Theft,7,1,0,1,0,0.262071439,120610.5816,0.035714286,4.122593026,0
46,Male,1314764,Premium,30052,Collision,5,1,1,9,8,0.829301381,93448.5925,0.310344828,3.109563174,0
43,Male,1434599,Gold,20436,Collision,14,4,0,0,11,0.993735703,55801.12777,0,2.730530817,1
42,Female,962476,Premium,26815,Collision,14,5,0,9,10,0.880588247,88533.15428,0.36,3.30162798,1
29,Female,760846,Gold,20196,Other,4,3,1,9,9,0.67161969,88689.16883,0.75,4.391422501,1
22,Female,328938,Premium,23089,Fire,12,3,1,3,10,0.750631087,134314.0063,0.6,5.817229256,0
51,Female,1395307,Premium,54669,Collision,13,2,0,9,1,0.570538895,119879.5269,0.264705882,2.192824578,1
65,Male,996867,Gold,22604,Collision,10,5,1,7,14,0.480289246,96660.30153,0.145833333,4.276247634,0
54,Male,974560,Gold,7506,Collision,19,0,1,5,11,0.722952038,44742.70471,0.135135135,5.960925221,1
32,Female,1800931,Premium,37584,Theft,20,0,0,1,10,0.975805017,99807.6771,0.066666667,2.655589535,1
61,Female,812082,Basic,25709,Collision,11,2,1,4,0,0.126004638,144223.13,0.090909091,5.609830411,0
53,Female,1080255,Gold,49840,Theft,19,1,1,8,5,0.382676455,158840.9719,0.222222222,3.187017894,1
32,Female,1055656,Premium,53904,Collision,0,2,0,5,12,0.397053823,295386.7875,0.333333333,5.479867682,0
60,Male,666441,Gold,52111,Theft,2,2,0,5,0,0.47282577,210181.6553,0.11627907,4.033345269,0
65,Female,725667,Gold,43247,Other,7,3,1,6,14,0.664202932,81576.1929,0.125,1.88628559,1
40,Female,1613267,Gold,48202,Other,22,2,1,10,5,0.562377846,149787.9091,0.434782609,3.107504027,0
23,Female,1881405,Gold,8090,Theft,11,1,1,4,1,0.116856144,19332.31414,0.666666667,2.389655642,0
63,Female,1669416,Gold,44265,Fire,14,0,0,2,11,0.470448621,142441.5928,0.043478261,3.217928222,0
67,Female,684716,Basic,26552,Fire,22,4,1,2,10,0.657503834,146870.5744,0.04,5.531431697,1
61,Female,1992363,Basic,34135,Theft,2,5,0,4,6,0.554342252,166569.484,0.090909091,4.879727082,1
60,Female,838922,Basic,19691,Other,21,2,0,3,6,0.884855678,85880.58715,0.069767442,4.361413191,1
62,Male,977867,Premium,44761,Theft,7,5,0,4,11,0.458736104,175066.0122,0.088888889,3.911128262,0
38,Male,1568465,Basic,38741,Fire,23,2,0,8,3,0.111302812,129348.2851,0.380952381,3.338795724,1
40,Male,1169309,Basic,26661,Theft,18,5,1,4,1,0.356408666,69050.9401,0.173913043,2.58996062,1
60,Male,1876779,Premium,46025,Other,19,3,1,3,11,0.222105364,90548.33737,0.069767442,1.967372892,0
33,Male,1762607,Basic,11092,Fire,5,3,1,3,10,0.325207291,34574.42731,0.1875,3.117059801,0
64,Male,605732,Gold,40674,Fire,17,5,1,0,6,0.425879216,121201.9114,0,2.979837522,0
32,Female,934782,Basic,5570,Collision,10,2,1,9,0,0.708990087,33440.40208,0.6,6.003662851,1
42,Female,416915,Basic,17084,Collision,11,2,0,3,11,0.391752996,49594.14461,0.12,2.902958594,0
53,Male,1902424,Basic,5307,Fire,22,1,0,11,10,0.895698258,50143.54732,0.305555556,9.448567424,0
28,Female,1404491,Gold,8742,Fire,1,0,1,3,10,0.369611118,25300.29593,0.272727273,2.894108434,0
68,Male,1385560,Gold,46742,Theft,4,0,1,8,1,0.223240071,100336.0339,0.156862745,2.146592656,1
32,Female,1925450,Gold,33792,Other,3,4,1,10,11,0.251978876,163453.9961,0.666666667,4.83706191,1
21,Female,418431,Gold,5765,Fire,8,0,1,3,14,0.941121877,37559.22,0.75,6.515042497,1
38,Female,1960968,Premium,46732,Other,12,4,0,6,1,0.509333024,261376.4082,0.285714286,5.593092703,0
30,Female,1146301,Gold,29198,Fire,12,3,1,0,0,0.462813461,105748.6415,0,3.621776886,0
39,Female,861809,Gold,12735,Other,14,4,0,6,8,0.162010793,40555.17431,0.272727273,3.184544508,0
36,Female,332797,Gold,21202,Collision,1,4,0,1,5,0.759988962,115346.8788,0.052631579,5.440377266,1
51,Male,1067838,Gold,52199,Fire,22,0,1,11,2,0.725187273,300467.5204,0.323529412,5.756193038,1
31,Male,1257880,Premium,16377,Theft,12,2,0,10,11,0.438166494,105563.0491,0.714285714,6.445811142,1
21,Female,1190562,Basic,51042,Other,6,3,1,7,5,0.722587195,267527.2987,1.75,5.241316928,1
65,Male,325555,Basic,19297,Fire,22,1,0,0,6,0.430706584,37933.28998,0,1.965760998,0
69,Female,1655455,Gold,13036,Collision,16,4,0,9,2,0.165842219,78630.50375,0.173076923,6.031796851,1
63,Male,1581040,Gold,45364,Collision,7,4,0,2,14,0.76428944,251014.7402,0.043478261,5.533346711,1
44,Female,1771853,Gold,54691,Collision,17,5,0,7,3,0.968681164,214863.0244,0.259259259,3.92867244,1
46,Male,668224,Basic,29369,Collision,14,4,0,9,9,0.683461475,152814.026,0.310344828,5.2032424,1
64,Female,1233424,Basic,39817,Fire,14,2,1,7,0,0.348815112,175485.0269,0.14893617,4.40728902,1
45,Male,1343064,Gold,57435,Theft,4,1,0,10,5,0.342928257,169830.9732,0.357142857,2.956924753,0
52,Female,1507066,Basic,42443,Other,1,5,1,4,14,0.936079837,176408.9131,0.114285714,4.156372384,0
25,Male,1586311,Premium,6663,Theft,15,0,1,4,5,0.372961277,42198.08124,0.5,6.333195443,0
33,Female,1605764,Gold,44244,Other,4,3,0,7,8,0.79137301,168714.2814,0.4375,3.813269176,0
59,Female,1916612,Gold,17028,Theft,22,2,1,9,1,0.678623484,79737.97959,0.214285714,4.682756612,0
53,Female,985890,Premium,24823,Fire,5,1,0,4,4,0.63334163,98004.59618,0.111111111,3.948136655,0
47,Male,1911382,Premium,20077,Fire,11,3,1,8,4,0.262967393,66794.87089,0.266666667,3.326934845,1
35,Male,1630024,Basic,44911,Other,4,0,1,0,6,0.130969941,185996.7155,0,4.141451214,0
19,Male,1122229,Premium,24631,Fire,19,3,0,4,4,0.539809418,95141.52587,2,3.862674105,0
66,Female,940957,Gold,57652,Other,7,5,1,2,11,0.989342747,148604.9668,0.040816327,2.577620321,0
30,Male,706289,Basic,6910,Theft,10,4,1,2,13,0.276183914,44613.25213,0.153846154,6.456331712,0
21,Female,812495,Premium,38500,Fire,13,4,1,1,9,0.583184849,210057.0523,0.25,5.456027332,0
43,Male,1961568,Basic,24897,Fire,23,2,0,2,3,0.703881365,47359.95199,0.076923077,1.902235289,1
42,Male,398017,Basic,42377,Other,16,3,1,6,11,0.535309945,183558.5931,0.24,4.331561769,0
47,Male,1846605,Basic,16134,Other,9,4,1,7,14,0.556240426,68486.38867,0.233333333,4.244848684,0
28,Male,1264941,Basic,42224,Other,1,2,0,11,9,0.695104754,173167.5792,1,4.101164721,0
24,Female,1052224,Premium,31897,Other,2,2,1,7,11,0.833414947,111541.6871,1,3.496933475,1
48,Male,920217,Gold,52280,Collision,12,5,0,10,14,0.399958852,199617.8461,0.322580645,3.818244952,0
61,Male,971769,Gold,41103,Other,16,2,1,7,13,0.909347708,131830.9199,0.159090909,3.20733085,1
27,Female,871064,Premium,53313,Collision,2,0,1,0,1,0.536410786,105548.6342,0,1.979791687,0
56,Female,360974,Gold,50582,Theft,9,4,1,10,7,0.695689725,155482.6593,0.256410256,3.073873301,0
30,Male,1106073,Basic,12056,Other,7,4,0,6,4,0.195862271,61410.10308,0.461538462,5.093737814,1
48,Male,432366,Basic,33950,Collision,3,1,1,1,12,0.543231358,65266.81076,0.032258065,1.922439198,1
24,Female,1642987,Basic,7753,Collision,12,0,0,10,3,0.114495802,39998.79676,1.428571429,5.15913798,1
66,Female,450319,Premium,36941,Collision,6,4,0,9,8,0.451922265,79161.79412,0.183673469,2.142925046,0
59,Female,1039949,Basic,39140,Fire,6,5,1,3,1,0.149035781,119487.047,0.071428571,3.052811625,0
59,Male,234012,Basic,19234,Collision,15,4,1,4,2,0.907282754,42591.4931,0.095238095,2.214385624,1
53,Male,866775,Premium,14636,Other,4,1,0,11,14,0.705524609,65337.88986,0.305555556,4.464190343,1
37,Male,1681326,Basic,8376,Other,16,3,1,0,7,0.812688721,44143.29012,0,5.270211333,1
21,Female,1794550,Basic,35783,Other,9,3,1,3,10,0.520911536,150972.9143,0.75,4.219124005,0
24,Female,1981134,Gold,46249,Collision,3,0,1,3,3,0.866707965,201595.2393,0.428571429,4.358910232,0
18,Female,707730,Premium,48025,Collision,22,2,1,8,8,0.885736531,184817.5045,8,3.848360324,0
61,Male,1932679,Basic,21447,Fire,13,1,0,8,9,0.421136416,127799.7814,0.181818182,5.958865175,1
62,Female,232161,Basic,25329,Theft,4,1,1,10,12,0.439169418,113821.5286,0.222222222,4.493723739,1
59,Male,654529,Basic,21713,Fire,1,4,0,9,11,0.557416638,60627.65014,0.214285714,2.792228165,0
64,Female,447066,Basic,9858,Other,13,5,0,0,9,0.138019146,56081.11989,0,5.688894288,0
30,Male,963977,Gold,56115,Other,23,4,0,7,9,0.996191467,129039.9036,0.538461538,2.299561678,0
39,Male,1513122,Gold,24472,Other,17,5,0,3,9,0.423263111,143514.7864,0.136363636,5.864448611,0
38,Female,1311766,Gold,21524,Fire,23,1,0,3,8,0.523758982,78270.84341,0.142857143,3.636445057,1
39,Male,1494832,Gold,51387,Other,10,2,0,4,9,0.77928137,102685.2908,0.181818182,1.998273703,1
45,Female,1170055,Premium,9539,Other,15,3,0,1,8,0.367762151,52779.17994,0.035714286,5.532988776,0
26,Male,1523995,Basic,23857,Other,17,0,1,0,0,0.281468281,44649.12952,0,1.871531606,0
43,Female,1932118,Gold,43362,Collision,15,5,1,4,5,0.214705109,103797.9372,0.153846154,2.393753453,0
26,Female,739203,Basic,41671,Theft,20,3,0,6,9,0.575215578,145571.576,0.666666667,3.493354516,0
32,Male,1511629,Premium,10364,Collision,3,0,1,9,13,0.104948459,63577.97805,0.6,6.134501935,1
27,Female,1100542,Basic,5449,Collision,0,2,1,8,12,0.738568622,28813.8678,0.8,5.28791848,1
41,Male,1314484,Basic,25830,Theft,13,1,1,11,5,0.51525055,122074.634,0.458333333,4.72607952,1
59,Female,1375913,Gold,26078,Theft,11,2,1,11,13,0.578640543,143520.6643,0.261904762,5.503515004,0
25,Female,234112,Gold,42574,Fire,23,5,0,1,7,0.336884184,89891.89255,0.125,2.111426987,0
41,Female,929411,Premium,5869,Theft,9,1,1,11,6,0.260427749,43505.86769,0.458333333,7.412824619,0
33,Female,1251007,Basic,43847,Fire,18,4,0,7,6,0.729990704,247445.8231,0.4375,5.643392321,1
66,Male,1335166,Gold,45075,Fire,3,0,1,6,14,0.28924618,258033.825,0.12244898,5.724544094,1
43,Female,1048607,Gold,33140,Collision,19,4,1,1,1,0.802077363,73139.99476,0.038461538,2.207000445,0
44,Female,1890336,Gold,8659,Other,20,1,0,4,12,0.283305268,51301.61074,0.148148148,5.924657667,0
54,Male,494768,Premium,41370,Collision,2,0,0,6,11,0.651414793,216655.7353,0.162162162,5.237025267,0
21,Male,1455769,Basic,46352,Collision,3,0,0,2,10,0.679484858,242348.896,0.5,5.228445289,0
67,Male,261264,Gold,56600,Theft,14,4,1,1,3,0.555081032,161181.4732,0.02,2.847729208,0
41,Male,1100198,Basic,19385,Theft,10,0,1,5,0,0.997111689,57522.48457,0.208333333,2.967370883,1
36,Male,887318,Premium,48751,Fire,15,1,1,9,11,0.43825871,101459.5992,0.473684211,2.081179856,0
53,Male,562355,Basic,24337,Fire,3,5,0,5,10,0.894989031,87893.27893,0.138888889,3.611508359,1
56,Female,843790,Gold,10131,Fire,5,5,0,10,10,0.252305373,40219.71114,0.256410256,3.969964578,0
27,Male,643148,Basic,6358,Theft,7,1,0,3,12,0.403489785,40033.09604,0.3,6.296491985,0
42,Female,1478971,Basic,30614,Fire,12,4,0,0,6,0.230830409,66428.11452,0,2.169860669,0
35,Male,1554945,Premium,21771,Fire,22,2,0,4,3,0.643262069,111470.0535,0.222222222,5.12011637,0
36,Female,856763,Premium,18603,Theft,19,1,1,0,8,0.67443157,39912.24034,0,2.145473329,1
53,Female,1200850,Basic,21246,Other,3,5,0,10,5,0.508153586,90213.62589,0.277777778,4.246146375,0
27,Female,1454039,Basic,22216,Collision,4,1,0,10,5,0.748144945,85004.1387,1,3.826257594,1
50,Male,1418284,Basic,46209,Theft,9,0,1,7,8,0.880887209,195000.447,0.212121212,4.219966824,1
67,Male,997271,Premium,47987,Fire,4,0,0,1,12,0.798903379,179057.7203,0.02,3.731379756,1
22,Male,1183050,Premium,47488,Collision,11,1,0,8,7,0.317496121,200442.3059,1.6,4.220904353,0
64,Male,1427477,Basic,25577,Theft,0,4,0,8,5,0.38835933,52964.09271,0.170212766,2.070770329,0
66,Female,1388878,Premium,55990,Collision,23,2,0,2,12,0.442248899,121540.7101,0.040816327,2.170757459,0
52,Male,1824841,Gold,47320,Collision,9,0,1,5,5,0.283389634,178860.5086,0.142857143,3.779807873,1
61,Female,1682024,Premium,16301,Other,4,5,0,8,5,0.425112613,53926.64862,0.181818182,3.308180395,0
51,Female,694523,Premium,14515,Fire,18,0,1,6,3,0.314241109,36703.474,0.176470588,2.528658216,0
50,Male,425864,Premium,31802,Theft,18,5,0,3,4,0.99615507,81896.31958,0.090909091,2.575194,0
38,Male,1798515,Gold,5891,Fire,19,2,1,2,2,0.804925306,31213.11063,0.095238095,5.2984401,1
34,Male,822207,Gold,26972,Other,11,0,1,1,8,0.874015363,104400.2923,0.058823529,3.870691543,1
39,Female,1550683,Gold,55457,Other,22,4,0,9,13,0.929932207,145349.8751,0.409090909,2.620947312,1
65,Male,911232,Basic,52853,Theft,15,5,1,9,14,0.698500892,103157.5196,0.1875,1.951781726,1
54,Female,842064,Basic,59435,Theft,4,0,1,0,10,0.258378911,179167.2764,0,3.01450789,0
32,Male,1065630,Gold,25932,Other,16,0,1,10,1,0.782673463,91477.60582,0.666666667,3.527595473,1
52,Female,1393387,Basic,9192,Theft,13,1,0,9,10,0.11405032,59317.08367,0.257142857,6.453120504,0
45,Male,330697,Basic,21128,Collision,11,4,1,10,6,0.201907395,127395.3906,0.357142857,6.029694745,0
24,Male,1049726,Basic,27836,Collision,12,4,1,0,0,0.126626012,83175.53338,0,2.988056236,0
49,Female,1428004,Gold,29837,Other,20,1,1,11,9,0.221900605,147882.7592,0.34375,4.956354835,1
28,Male,726077,Premium,56492,Fire,13,5,0,3,11,0.776803816,238206.3345,0.272727273,4.216638365,0
27,Male,1075729,Gold,55945,Theft,4,3,0,3,6,0.896932512,185870.6261,0.3,3.322381375,0
26,Male,1509989,Gold,27778,Theft,21,2,1,8,1,0.350956252,61488.17862,0.888888889,2.213556722,1
31,Male,368678,Basic,48130,Collision,22,4,1,9,4,0.207214477,178846.3858,0.642857143,3.715902467,1
30,Male,631856,Basic,21708,Theft,4,3,0,0,0,0.34566372,63312.55906,0,2.916554223,0
42,Male,1816999,Premium,46945,Fire,17,5,1,10,4,0.682402377,190733.0018,0.4,4.062903435,1
19,Male,1285643,Premium,29232,Theft,13,2,0,3,10,0.415182736,68010.42959,1.5,2.32657463,0
52,Female,1175924,Premium,44412,Theft,17,4,1,2,3,0.965031422,199777.7525,0.057142857,4.498283178,0
24,Female,1003789,Premium,9782,Collision,19,0,1,8,0,0.217880917,57496.09898,1.142857143,5.877744733,0
38,Male,370923,Gold,31315,Theft,0,4,0,4,11,0.991308271,107131.2052,0.19047619,3.421082715,1
35,Male,500406,Premium,15052,Other,6,2,0,8,13,0.111206522,51631.00903,0.444444444,3.430175992,0
20,Male,717961,Gold,24521,Other,16,3,1,9,0,0.506523669,111444.5257,3,4.544860554,1
59,Female,1456501,Basic,8898,Fire,2,0,0,5,6,0.326630596,57866.25955,0.119047619,6.503288329,0
56,Female,1235598,Premium,22219,Fire,9,2,1,10,12,0.609656922,116586.4197,0.256410256,5.247149723,0
58,Male,614750,Basic,9154,Fire,6,5,1,8,2,0.186895749,31252.42548,0.195121951,3.414073135,0
66,Female,1077702,Basic,40546,Fire,11,2,0,0,9,0.888240588,129741.7444,0,3.199865447,0
28,Male,1743225,Gold,18809,Collision,21,4,1,3,11,0.22287376,107082.1906,0.272727273,5.693135765,0
56,Male,363944,Premium,30972,Theft,14,5,1,3,8,0.628650399,133555.3493,0.076923077,4.312131902,0
41,Male,698953,Gold,44177,Collision,22,1,0,9,8,0.130012177,109768.4703,0.375,2.484742519,1
63,Male,1125193,Basic,17523,Fire,20,1,1,9,13,0.379892887,97072.61647,0.195652174,5.539725873,0
36,Female,793391,Premium,42081,Theft,15,0,1,5,11,0.234750612,135627.1966,0.263157895,3.223003176,1
21,Female,1072700,Basic,27030,Other,7,2,1,9,9,0.980061981,111473.4585,2.25,4.124064317,0
43,Male,1859174,Basic,45376,Collision,5,3,1,0,10,0.110819231,148396.611,0,3.270376652,0
55,Female,1730523,Premium,25105,Theft,3,0,0,9,8,0.417155806,128031.9529,0.236842105,5.099858711,0
59,Female,709085,Premium,51485,Other,10,5,1,4,0,0.37249847,128103.0889,0.095238095,2.488163328,1
49,Male,761700,Premium,29295,Other,16,0,1,2,11,0.691636232,97951.67079,0.0625,3.343631022,1
56,Female,1558454,Gold,16864,Fire,1,4,1,0,3,0.15074017,77020.07598,0,4.567129743,0
62,Male,702850,Gold,48982,Other,5,5,1,5,0,0.829555995,219059.6832,0.111111111,4.472248646,1
63,Male,1598513,Basic,17876,Other,3,3,0,2,0,0.519871417,44239.52276,0.043478261,2.474799886,1
53,Male,1973866,Premium,23055,Fire,2,2,0,3,13,0.507495314,77920.72848,0.083333333,3.379775688,0
57,Male,1743630,Basic,38684,Theft,6,5,0,11,8,0.304110892,80748.63174,0.275,2.087390956,1
54,Female,1270804,Basic,26972,Theft,6,2,1,8,4,0.541042091,111657.2528,0.216216216,4.139746879,1
50,Male,320627,Basic,30493,Fire,15,2,1,1,0,0.42750411,81506.48471,0.03030303,2.672957227,0
53,Female,540068,Basic,14325,Collision,1,0,0,0,10,0.320622793,27167.41703,0,1.896503806,1
20,Male,1784183,Basic,55988,Fire,7,4,0,9,2,0.251800245,193595.5356,3,3.457804094,1
26,Male,206475,Premium,56290,Theft,14,0,1,5,6,0.755502011,303628.9843,0.555555556,5.394012867,0
25,Female,952451,Gold,41775,Collision,15,1,0,11,13,0.227838676,239962.8348,1.375,5.744173184,0
50,Male,1201198,Premium,56057,Fire,0,1,1,0,1,0.251183797,168021.3787,0,2.997330907,0
23,Female,1918664,Premium,25373,Theft,9,2,1,0,3,0.619364213,85147.46156,0,3.355829486,0
58,Female,441382,Premium,41253,Theft,6,4,1,6,1,0.303469757,111424.8537,0.146341463,2.701012136,1
56,Male,1015977,Gold,26181,Theft,15,5,1,1,8,0.513438811,51924.96371,0.025641026,1.98330712,1
21,Male,1607356,Gold,56884,Other,9,2,1,3,11,0.597625618,253219.3017,0.75,4.451503089,0
30,Male,716187,Gold,15961,Other,11,5,1,3,8,0.346986781,83520.06501,0.230769231,5.232758913,0
66,Male,1216254,Premium,22705,Collision,16,2,1,1,11,0.409198826,120988.6035,0.020408163,5.328720702,0
19,Male,1965692,Gold,49676,Collision,12,0,1,5,13,0.289186144,274359.3259,2.5,5.522975399,0
22,Male,924135,Basic,41122,Collision,11,2,0,9,14,0.51438204,232847.9821,1.8,5.662370073,0
61,Female,1680491,Gold,31104,Other,14,2,0,1,12,0.993159918,57562.9361,0.022727273,1.85066024,0
44,Female,630037,Premium,18509,Collision,13,4,0,11,14,0.426440711,123677.7346,0.407407407,6.682032235,0
49,Male,492759,Premium,12101,Theft,18,4,0,7,12,0.687997341,53020.91585,0.21875,4.381531762,0
38,Female,1728249,Basic,9743,Theft,18,5,1,3,12,0.672305006,59647.88869,0.142857143,6.122127547,0
25,Female,1926681,Gold,13951,Collision,13,4,0,0,6,0.80783365,48522.68221,0,3.47807915,0
55,Male,463389,Gold,12014,Collision,17,2,0,6,13,0.740726594,53809.7872,0.157894737,4.478923522,0
25,Male,317408,Basic,41180,Other,4,4,1,5,6,0.110601761,74113.31793,0.625,1.799740601,0
67,Female,836431,Premium,55509,Theft,19,4,0,11,1,0.378295383,111907.3892,0.22,2.016022433,0
20,Male,1538352,Premium,57633,Fire,5,3,0,5,11,0.88321013,254200.8054,1.666666667,4.410681475,0
61,Female,999288,Gold,46908,Fire,17,3,0,10,9,0.585595197,265793.3825,0.227272727,5.666269772,0
20,Male,1436541,Gold,48039,Other,13,1,0,2,11,0.193801678,123678.3576,0.666666667,2.574540637,0
39,Female,1480874,Gold,55918,Other,3,0,1,9,7,0.348523199,121884.0571,0.409090909,2.179692713,0
23,Female,1840913,Gold,13219,Other,22,0,0,6,0,0.355047504,40136.40448,1,3.036266319,1
19,Female,1983367,Gold,12163,Theft,0,4,0,5,7,0.885859619,39574.28518,2.5,3.253661529,0
40,Female,1943685,Premium,7470,Collision,12,1,0,9,4,0.598061144,35463.89183,0.391304348,4.747508947,1
61,Male,1453405,Premium,48498,Collision,10,1,0,9,12,0.647491259,110626.4748,0.204545455,2.281052306,0
19,Male,517798,Premium,21543,Other,2,5,1,8,3,0.430358222,66110.30782,4,3.068760517,0
55,Female,1451222,Premium,24276,Theft,16,3,1,2,9,0.154279346,133373.4715,0.052631579,5.494046446,0
34,Female,690783,Basic,59478,Fire,17,1,0,2,1,0.167723455,304510.8392,0.117647059,5.119722237,0
